ID,Start time,Completion time,Language,Universidad,Grado,Curso,Edad,Sexo,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,RNPQ,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,HC_PAIRS
145,2/22/24 8:51:27,2/22/24 9:09:35,"Español (España, alfabetización internacional)",Universidad CEU San Pablo,Enfermería,Primer curso,21,Mujer,0,0,1,0,1,0,1,1,0,0,1,1,6,2,7,6,7,6,1,1,5,7,7,3,1,7,4,6,54
146,2/22/24 9:04:37,2/22/24 9:10:27,es,Universidad de Alcalá,Fisioterapia,Último curso,30,Mujer,1,1,1,1,1,1,1,1,1,1,1,1,12,5,1,6,3,2,1,2,1,7,6,1,2,5,5,2,51
147,2/22/24 10:02:51,2/22/24 10:08:21,"Español (España, alfabetización internacional)",Universidad CEU San Pablo,Medicina,Primer curso,18,Hombre,1,0,1,1,0,0,0,1,0,0,1,1,6,1,7,7,5,5,2,5,6,5,6,5,4,5,4,4,39
148,2/22/24 12:49:47,2/22/24 12:53:18,es,Universidad de Castilla-La Mancha,Fisioterapia,Primer curso,18,Hombre,0,0,1,1,1,1,0,1,1,1,0,1,8,4,5,5,5,4,6,2,2,4,4,5,5,5,3,6,63
149,2/22/24 12:50:43,2/22/24 12:55:35,es,Universidad de Castilla-La Mancha,Fisioterapia,Primer curso,18,Mujer,0,0,1,1,1,1,0,1,1,0,1,1,8,1,4,4,5,5,4,4,5,6,5,4,4,5,4,5,71
150,2/22/24 12:50:40,2/22/24 12:55:49,es,Universidad de Castilla-La Mancha,Fisioterapia,Primer curso,18,Hombre,0,0,1,1,0,1,1,1,0,1,1,0,7,3,5,4,2,4,3,4,7,5,7,1,1,4,5,2,59
151,2/22/24 12:50:35,2/22/24 12:55:58,es,Universidad de Castilla-La Mancha,Fisioterapia,Primer curso,19,Mujer,0,0,1,0,0,1,0,1,0,1,1,0,5,6,5,2,5,5,3,5,5,6,6,3,6,5,4,3,67
152,2/22/24 12:51:39,2/22/24 12:56:36,es,Universidad de Castilla-La Mancha,Fisioterapia,Primer curso,20,Mujer,1,0,1,0,1,0,0,0,0,1,1,1,6,5,7,4,7,3,4,3,5,7,6,1,2,4,6,6,64
153,2/22/24 12:51:33,2/22/24 12:57:38,es,Universidad de Castilla-La Mancha,Fisioterapia,Primer curso,18,Mujer,0,0,1,1,1,0,1,1,0,1,1,0,7,4,2,3,3,5,4,4,5,2,5,4,2,4,6,2,51
154,2/22/24 12:56:35,2/22/24 12:59:45,es,Universidad de Castilla-La Mancha,Fisioterapia,Primer curso,22,Hombre,0,0,0,1,1,0,1,1,1,0,0,0,5,4,4,3,4,2,4,6,3,2,5,4,3,6,2,6,62
155,2/22/24 12:51:16,2/22/24 12:59:50,es,Universidad de Castilla-La Mancha,Fisioterapia,Primer curso,18,Mujer,0,0,1,1,1,0,0,1,0,1,1,1,7,2,6,5,6,4,2,4,6,6,5,4,3,5,5,5,74
156,2/22/24 12:56:54,2/22/24 13:01:23,es,Universidad de Castilla-La Mancha,Fisioterapia,Primer curso,18,Hombre,0,0,1,1,0,0,0,1,1,0,1,0,5,3,6,2,4,1,2,4,5,6,7,2,3,5,2,2,64
157,2/22/24 12:52:18,2/22/24 13:03:51,es,Universidad de Castilla-La Mancha,Fisioterapia,Primer curso,18,Mujer,0,0,1,0,0,1,1,1,0,0,0,0,4,4,5,2,6,4,3,2,5,5,5,1,4,3,5,3,57
158,2/22/24 12:53:03,2/22/24 13:06:08,es,Universidad de Castilla-La Mancha,Fisioterapia,Primer curso,18,Hombre,0,0,0,1,1,0,0,0,0,0,1,0,3,3,7,4,6,3,4,5,4,5,4,5,3,6,3,3,69
159,2/22/24 13:01:30,2/22/24 13:06:27,"Español (España, alfabetización internacional)",Universidad CEU San Pablo,Medicina,Primer curso,18,Mujer,0,0,1,0,0,0,1,1,0,1,1,1,6,6,5,3,6,6,6,4,3,6,6,6,2,5,4,2,12
160,2/22/24 12:57:12,2/22/24 13:09:36,es,Universidad de Castilla-La Mancha,Fisioterapia,Primer curso,23,Mujer,0,0,1,1,1,0,1,1,1,1,1,0,8,1,6,4,6,7,1,4,6,7,5,5,4,7,2,1,82
161,2/22/24 13:08:15,2/22/24 13:10:05,es,Universidad de Castilla-La Mancha,Fisioterapia,Primer curso,21,Hombre,0,0,1,0,1,0,0,0,1,1,1,1,6,5,3,5,5,5,3,5,3,3,5,3,5,3,5,3,59
162,2/22/24 12:55:40,2/22/24 13:10:06,es,Universidad de Castilla-La Mancha,Fisioterapia,Primer curso,18,Mujer,1,0,1,1,1,0,1,1,1,1,1,0,9,3,6,6,4,3,1,1,4,5,6,2,5,7,5,2,66
163,2/22/24 12:56:15,2/22/24 13:10:06,es,Universidad de Castilla-La Mancha,Fisioterapia,Primer curso,19,Mujer,1,0,1,1,1,0,1,1,1,1,1,0,9,3,6,6,4,3,1,2,4,5,6,2,5,6,5,2,66
164,2/22/24 12:52:14,2/22/24 13:11:24,es,Universidad de Castilla-La Mancha,Fisioterapia,Primer curso,18,Mujer,0,1,1,1,1,0,0,1,0,1,1,0,7,2,7,5,7,3,1,4,7,6,5,2,4,5,5,1,72
165,2/22/24 13:08:52,2/22/24 13:14:48,es,Universidad de Castilla-La Mancha,Fisioterapia,Primer curso,18,Hombre,0,0,1,1,1,1,0,1,1,1,1,0,8,5,4,2,2,4,5,4,5,4,5,2,1,4,4,4,51
166,2/22/24 13:07:31,2/22/24 13:14:57,es,Universidad de Castilla-La Mancha,Fisioterapia,Primer curso,18,Hombre,0,0,1,1,1,0,0,1,0,1,1,1,7,6,7,4,5,1,2,4,7,6,6,4,4,6,1,6,75
167,2/22/24 13:26:16,2/22/24 13:30:56,es,Universidad de Castilla-La Mancha,Fisioterapia,Primer curso,18,Mujer,0,0,1,0,1,0,1,1,1,1,1,0,7,5,4,3,5,4,3,2,5,5,6,3,2,6,5,3,59
168,2/22/24 13:28:05,2/22/24 13:31:57,es,Universidad de Castilla-La Mancha,Fisioterapia,Primer curso,18,Mujer,0,0,1,0,1,0,0,1,1,0,1,0,5,4,3,5,3,2,1,3,6,3,7,2,1,6,5,4,59
169,2/22/24 13:32:50,2/22/24 13:38:26,es,Universidad de Castilla-La Mancha,Fisioterapia,Primer curso,22,Hombre,1,0,0,1,1,0,0,1,1,0,1,0,6,5,1,4,4,2,4,5,2,6,4,3,3,6,4,6,57
170,2/22/24 13:35:28,2/22/24 13:41:29,es,Universidad de Castilla-La Mancha,Fisioterapia,Primer curso,20,Hombre,0,0,1,1,1,0,1,1,0,1,0,1,7,1,7,4,2,4,2,3,6,1,4,4,6,6,2,2,68
171,2/22/24 13:55:30,2/22/24 13:59:31,es,Universidad de Castilla-La Mancha,Fisioterapia,Primer curso,18,Mujer,0,0,1,0,1,1,0,1,1,1,1,0,7,2,6,4,6,3,2,4,7,7,6,2,1,5,4,5,72
172,2/22/24 13:57:32,2/22/24 14:04:04,es,Universidad de Castilla-La Mancha,Fisioterapia,Primer curso,19,Hombre,0,0,0,0,1,0,0,1,0,1,1,0,4,4,3,3,3,4,1,5,5,6,6,4,2,5,5,4,64
173,2/22/24 13:55:39,2/22/24 14:06:41,es,Universidad de Castilla-La Mancha,Fisioterapia,Primer curso,19,Mujer,0,0,1,0,1,0,1,1,0,1,1,0,6,4,5,5,5,4,4,4,5,5,5,3,4,5,5,3,64
174,2/22/24 14:06:03,2/22/24 14:17:08,es,Universidad de Castilla-La Mancha,Fisioterapia,Primer curso,22,Hombre,0,0,1,1,1,1,1,1,0,1,1,0,8,3,5,4,4,5,6,4,3,5,5,4,4,4,4,3,61
175,2/22/24 14:06:08,2/22/24 14:26:09,es,Universidad de Castilla-La Mancha,Fisioterapia,Primer curso,18,Hombre,1,0,1,0,0,0,0,1,0,0,1,0,4,2,4,3,6,3,4,4,5,5,5,3,2,4,5,5,62
176,2/22/24 14:26:29,2/22/24 14:31:47,es,Universidad de Castilla-La Mancha,Fisioterapia,Primer curso,18,Hombre,0,0,1,0,1,0,0,1,0,1,1,0,5,5,6,3,4,2,2,4,4,4,5,2,4,4,3,5,61
177,2/22/24 14:31:06,2/22/24 14:35:05,es,Universidad de Castilla-La Mancha,Fisioterapia,Primer curso,18,Hombre,0,0,1,0,0,0,0,1,0,1,1,0,4,4,3,3,5,4,1,3,7,5,7,4,1,5,3,3,66
178,2/22/24 14:24:47,2/22/24 14:39:22,es,Universidad de Castilla-La Mancha,Fisioterapia,Primer curso,18,Mujer,0,0,1,1,0,0,1,1,0,1,1,0,6,2,7,4,3,6,3,6,6,7,7,4,4,7,5,2,77
179,2/22/24 14:26:21,2/22/24 14:39:28,es,Universidad de Castilla-La Mancha,Fisioterapia,Primer curso,18,Mujer,0,0,1,1,1,0,1,1,0,1,1,1,8,2,7,4,5,6,3,6,7,7,7,4,3,7,5,1,78
180,2/22/24 14:39:17,2/22/24 14:47:52,es,Universidad de Castilla-La Mancha,Fisioterapia,Primer curso,18,Mujer,0,0,1,1,1,0,0,1,0,1,1,1,7,3,7,5,1,6,2,2,5,6,5,4,1,6,2,2,67
181,2/22/24 14:43:28,2/22/24 14:52:01,es,Universidad de Castilla-La Mancha,Fisioterapia,Primer curso,18,Mujer,0,0,1,1,1,0,0,1,0,1,1,0,6,1,7,5,2,4,2,1,7,6,7,2,5,6,3,2,72
182,2/22/24 15:00:07,2/22/24 15:05:07,es,Universidad de Castilla-La Mancha,Fisioterapia,Primer curso,18,Hombre,0,0,1,1,1,0,1,1,0,1,0,0,6,3,7,7,7,7,7,4,7,7,7,1,2,7,5,1,73
183,2/22/24 15:33:21,2/22/24 15:36:55,es,Universidad de Castilla-La Mancha,Fisioterapia,Primer curso,18,Mujer,0,0,1,1,1,0,1,1,0,1,1,0,7,2,4,3,2,5,6,4,5,3,2,6,5,2,5,5,57
184,2/22/24 15:44:36,2/22/24 15:49:44,es,Universidad de Castilla-La Mancha,Fisioterapia,Primer curso,18,Hombre,0,0,1,1,1,1,0,1,0,1,1,1,8,6,5,3,6,4,4,6,4,4,7,4,6,4,7,7,67
185,2/22/24 15:52:36,2/22/24 15:58:35,es,Universidad de Castilla-La Mancha,Fisioterapia,Primer curso,18,Hombre,1,0,1,1,1,0,1,1,0,0,1,1,8,3,2,3,1,4,1,5,7,6,5,4,1,5,4,3,62
186,2/22/24 16:04:34,2/22/24 16:11:17,es,Universidad de Castilla-La Mancha,Fisioterapia,Primer curso,20,Mujer,1,0,1,1,1,0,0,1,0,1,0,1,7,3,5,5,5,3,3,3,5,4,5,3,2,3,6,4,59
187,2/22/24 16:13:34,2/22/24 16:18:11,es,Universidad de Castilla-La Mancha,Fisioterapia,Primer curso,18,Mujer,0,0,0,0,1,0,1,1,1,0,1,0,5,4,5,7,5,6,2,6,5,4,7,4,3,6,2,6,80
188,2/22/24 16:30:15,2/22/24 16:36:21,es,Universidad de Castilla-La Mancha,Fisioterapia,Primer curso,19,Mujer,0,0,1,1,1,0,0,1,0,0,1,1,6,5,5,7,7,4,5,4,5,6,4,2,6,3,3,7,71
189,2/22/24 16:35:14,2/22/24 16:39:02,"Español (España, alfabetización internacional)",Universidad CEU San Pablo,Farmacia,Último curso,22,Mujer,1,0,1,1,1,1,0,1,1,1,0,1,9,2,4,5,2,4,1,6,6,7,5,3,7,5,5,2,38
190,2/22/24 17:31:25,2/22/24 17:38:19,"Español (España, alfabetización internacional)",Universidad CEU San Pablo,Farmacia,Último curso,23,Mujer,0,0,1,1,1,1,1,1,0,0,1,1,8,2,6,5,6,5,1,4,5,7,7,4,6,5,4,3,39
191,2/22/24 17:38:02,2/22/24 17:41:34,"Español (España, alfabetización internacional)",Universidad CEU San Pablo,Medicina,Primer curso,19,Mujer,0,0,1,0,0,0,0,1,0,0,0,0,2,2,7,4,4,5,1,5,6,4,6,2,2,3,4,1,37
192,2/22/24 17:37:38,2/22/24 17:57:56,es,Universidad CEU San Pablo,Fisioterapia,Último curso,24,Hombre,1,0,1,1,1,1,1,1,1,0,1,0,9,2,2,6,7,4,1,4,7,7,7,4,3,7,5,5,79
193,2/22/24 17:45:16,2/22/24 18:00:12,en,Universidad CEU San Pablo,Fisioterapia,Último curso,22,Mujer,1,1,1,0,0,0,0,0,0,1,1,0,5,4,2,2,3,2,3,4,2,4,5,2,2,6,6,2,47
194,2/22/24 18:18:21,2/22/24 18:26:54,es,Universidad de Castilla-La Mancha,Fisioterapia,Primer curso,33,Mujer,0,0,1,0,1,0,0,1,1,1,1,1,7,1,4,3,5,3,1,5,6,3,6,2,3,6,5,2,65
195,2/22/24 18:59:24,2/22/24 19:08:05,es,Universidad de Castilla-La Mancha,Fisioterapia,Primer curso,23,Mujer,0,0,1,1,1,0,1,1,0,1,1,0,7,1,4,3,7,4,2,4,2,7,7,1,1,6,2,1,66
196,2/22/24 19:08:43,2/22/24 19:16:41,es,Universidad de Castilla-La Mancha,Fisioterapia,Primer curso,25,Mujer,1,0,1,1,1,0,1,1,0,1,1,0,8,3,5,5,3,5,2,6,5,5,5,3,3,4,3,5,70
197,2/22/24 20:20:06,2/22/24 20:21:39,"Español (España, alfabetización internacional)",Universidad CEU San Pablo,Enfermería,Último curso,23,Mujer,0,0,0,1,1,1,0,0,0,0,0,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,60
198,2/22/24 20:19:43,2/22/24 20:26:16,"Español (España, alfabetización internacional)",Universidad CEU San Pablo,Enfermería,Último curso,36,Mujer,1,0,1,1,1,1,1,1,1,1,1,0,10,2,5,4,3,5,1,5,4,1,6,3,3,5,2,6,28
199,2/22/24 21:48:41,2/22/24 21:53:19,"Español (España, alfabetización internacional)",Universidad CEU San Pablo,Farmacia,Último curso,24,Hombre,0,0,1,1,0,0,0,1,1,0,1,1,6,3,5,2,2,3,3,6,6,6,6,4,3,5,5,3,17
200,2/22/24 22:31:29,2/22/24 22:34:57,es,Universidad CEU Cardenal Herrera,Fisioterapia,Primer curso,23,Hombre,0,0,1,0,0,1,0,1,1,0,1,0,5,1,4,2,2,4,1,3,4,2,4,1,1,4,4,1,50
201,2/23/24 0:00:45,2/23/24 0:06:37,es,Universidad de Castilla-La Mancha,Fisioterapia,Primer curso,18,Mujer,0,0,1,1,0,0,1,1,0,0,1,0,5,4,5,5,1,4,5,5,6,5,6,4,1,4,5,3,59
202,2/23/24 9:07:51,2/23/24 9:16:29,"Español (España, alfabetización internacional)",Universidad CEU San Pablo,Enfermería,Último curso,29,Mujer,1,0,1,1,1,1,0,0,1,0,1,0,7,1,4,6,3,7,3,5,5,7,6,6,5,6,5,7,40
203,2/23/24 10:40:28,2/23/24 10:45:54,es,Universidad de Castilla-La Mancha,Fisioterapia,Primer curso,18,Mujer,0,0,1,1,1,0,1,1,0,1,1,0,7,3,5,3,1,3,5,5,3,3,5,2,2,7,6,1,50
204,2/23/24 10:42:49,2/23/24 10:49:17,"Español (España, alfabetización internacional)",Universidad CEU San Pablo,Medicina,Primer curso,27,Mujer,0,0,1,0,0,0,1,1,0,1,0,0,4,1,4,4,6,5,2,4,5,6,4,4,4,4,4,2,45
205,2/23/24 11:18:23,2/23/24 11:26:53,es,Universidad de Castilla-La Mancha,Fisioterapia,Primer curso,23,Hombre,1,0,1,1,1,0,0,1,0,0,1,0,6,4,2,4,4,3,1,4,2,6,6,5,3,6,4,2,62
206,2/23/24 19:10:22,2/23/24 19:16:26,"Español (España, alfabetización internacional)",Universidad CEU San Pablo,Medicina,Último curso,39,Hombre,0,0,1,0,1,0,1,1,1,1,1,0,7,1,4,5,6,4,1,4,5,7,6,2,3,6,1,4,44
207,2/24/24 18:51:30,2/24/24 19:04:18,es,Universidad de Castilla-La Mancha,Fisioterapia,Primer curso,18,Mujer,0,1,1,1,1,0,0,1,1,0,1,1,8,5,5,4,3,5,4,5,3,6,6,4,3,5,3,2,63
208,2/25/24 12:28:23,2/25/24 12:41:39,es,Universidad de Castilla-La Mancha,Fisioterapia,Primer curso,18,Hombre,0,0,1,1,1,0,0,1,0,1,1,1,7,4,6,3,3,5,3,4,6,4,4,3,5,5,3,4,66
209,2/26/24 11:27:43,2/26/24 11:32:18,es,Universidad de Castilla-La Mancha,Fisioterapia,Primer curso,18,Hombre,1,0,1,1,1,1,1,1,1,1,1,0,10,3,6,5,3,2,2,3,6,7,6,2,5,7,3,2,70
210,2/27/24 21:33:52,2/27/24 21:38:57,"Español (España, alfabetización internacional)",Universidad CEU San Pablo,Medicina,Primer curso,18,Mujer,0,0,1,0,1,1,1,1,0,1,1,1,8,2,6,4,2,5,2,4,5,4,6,4,2,3,4,3,32
211,2/29/24 12:05:49,2/29/24 12:14:54,en,Universidad CEU San Pablo,Fisioterapia,Último curso,26,Hombre,0,0,1,1,1,1,1,0,0,0,1,1,7,3,6,5,3,2,3,5,6,5,5,3,4,5,4,3,66
212,2/29/24 17:16:04,2/29/24 17:20:44,es,Universidad CEU San Pablo,Fisioterapia,Último curso,23,Mujer,0,0,1,1,1,0,1,1,1,1,1,1,9,3,4,5,3,5,2,4,7,1,6,5,3,6,5,4,67
213,2/29/24 17:17:00,2/29/24 17:23:51,es,Universidad CEU San Pablo,Fisioterapia,Último curso,21,Mujer,0,0,1,1,1,1,0,1,1,0,1,1,8,3,5,6,4,6,2,7,6,3,5,3,2,4,6,6,70
214,2/29/24 17:50:32,2/29/24 18:04:48,es,Universidad CEU San Pablo,Fisioterapia,Último curso,25,Hombre,0,0,1,0,0,0,1,1,0,1,1,1,6,2,1,1,2,5,3,5,2,1,6,3,5,7,5,2,54
215,2/29/24 18:31:03,2/29/24 18:35:58,es,Universidad CEU San Pablo,Fisioterapia,Último curso,23,Mujer,1,0,1,0,1,0,0,1,1,1,1,1,8,5,3,5,4,4,2,4,4,4,7,1,1,6,3,4,61
216,2/29/24 18:57:33,2/29/24 19:01:40,es,Universidad CEU San Pablo,Fisioterapia,Último curso,30,Hombre,0,0,1,0,0,1,1,1,0,1,1,1,7,1,1,1,4,1,2,6,6,6,7,5,1,5,4,1,61
217,2/29/24 20:33:25,2/29/24 20:40:18,es,Universidad CEU San Pablo,Fisioterapia,Último curso,21,Mujer,1,0,1,1,1,0,1,1,0,1,1,1,9,2,1,2,2,3,4,3,2,5,6,3,2,6,7,2,48
218,2/29/24 21:25:55,2/29/24 21:31:06,es,Universidad CEU San Pablo,Fisioterapia,Último curso,22,Hombre,0,1,1,1,1,0,1,1,1,1,1,1,10,2,3,1,2,3,5,6,5,5,6,2,3,6,6,2,55
219,3/1/24 13:40:39,3/1/24 13:42:55,English (United States)‎,Universidad CEU San Pablo,Enfermería,Primer curso,19,Mujer,1,0,1,1,1,0,1,0,0,1,0,0,6,3,5,4,1,4,5,4,2,5,6,2,4,4,2,5,35
220,3/1/24 21:16:40,3/1/24 21:20:50,es,Universidad CEU San Pablo,Fisioterapia,Último curso,27,Mujer,0,0,0,1,1,0,1,1,1,1,1,1,8,5,1,1,4,2,5,5,1,3,5,1,2,6,3,3,45
